1,1,1,1,1,0.899,0.35,0.284,0.8995,1,1,1,1,1,1,1,1,1,1,1,1,0.464,0,0,0.0435,0.53,1,1,1,1,1,1,1,1,1,1,1,0.5795,0.0715,0,0,0.00150000000000006,0.6355,1,1,1,1,1,1,1,1,1,1,1,0.9705,0.836,0.1635,0,0.1315,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9245,0.0629999999999999,0.079,0.994,1,1,1,1,1,1,1,1,1,1,1,1,0.9405,0.021,0.0945,0.9975,1,1,1,1,1,1,1,1,1,1,1,1,0.816,0.00600000000000001,0.2755,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.196,0,0.5765,1,1,1,1,1,1,1,1,1,1,1,0.97,0.4,0,0.299,0.989,1,1,1,1,1,1,1,1,1,1,0.9705,0.3805,0,0.001,0.6125,1,1,1,0.7575,0.904,1,1,1,1,1,0.95,0.2335,0,0,0.4785,0.996,1,1,0.8085,0.0145,0.0685,0.924,1,0.99,0.859,0.4585,0.0760000000000001,0,0.005,0.4415,0.9575,1,1,1,0.881,0.028,0,0.632,0.965,0.3605,0,0,0,0,0.0405,0.4445,0.614,0.9725,1,1,1,0.205,0,0.586,0.718,0,0,0,0,0,0,0,0,0.133,0.4975,0.843,0.714,0.1455,0.0649999999999999,0.935,0.655,0.016,0.1725,0.405,0.7665,0.606,0.0629999999999999,0,0,0,0,0,0,0,0.1515,0.9915,1,1,1,1,1,1,0.9735,0.762,0.3465,0.305,0.0740000000000001,0.1245,0.005,0.2165,0.832,1
1,1,1,1,1,0.819,0.389,0.147,0,0.1345,0.405,0.8425,1,1,1,1,1,1,1,0.94,0.4055,0.018,0.124,0.57,0.727,0.554,0.1735,0.0335,0.7025,1,1,1,1,1,0.9675,0.1985,0.0655,0.7685,1,1,1,1,1,0.4635,0.1055,0.9765,1,1,1,1,0.859,0.002,0.833,1,1,1,1,1,1,0.6875,0,0.858,1,1,1,1,1,0.5535,0.4875,1,1,1,1,1,1,0.581,0.0305,0.8845,1,1,1,1,1,1,0.967,1,1,1,1,1,1,0.309,0.352,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6735,0,0.773,1,1,1,1,1,1,1,1,1,1,1,1,0.915,0.0569999999999999,0.288,0.988,1,1,1,1,1,1,1,1,1,1,1,0.9075,0.2805,0.2255,0.901,1,1,1,1,1,1,1,1,1,1,1,0.9415,0.1805,0.143,0.9165,1,1,1,1,1,1,1,1,1,1,1,0.8655,0.208,0.232,0.8765,1,1,1,1,1,1,1,1,1,1,1,0.927,0.1145,0.216,0.9575,1,1,1,1,1,1,1,1,1,1,1,1,0.5215,0.0415,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1,0.415,0.1635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.734,0.0205,0.257,0.4625,0.3635,0.3635,0.604,0.88,1,1,1,1,1,1,1,1,1,0.788,0.1825,0.1225,0.2255,0.3635,0.463,0.5415,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994,0.9275,0.9935,1,1,1,1,1,1,1,1,1,1,1,1,0.952,0.362,0,0.1835,0.7675,1,1,1,1,1,1,1,1,1,1,1,0.6005,0,0,0.1265,0.0449999999999999,0.783,1,1,1,1,1,1,1,1,1,1,0.317,0,0.0755,0.859,0.3865,0.191,0.9865,1,1,1,1,1,1,1,1,1,0.405,0.00249999999999995,0.565,1,0.761,0.000499999999999945,0.7475,1,1,1,1,1,1,1,1,1,0.995,0.8055,0.998,1,0.9955,0.106,0.3315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.238,0.1565,1,1,1,1,1,0.5745,0.196,0.1225,0,0.0429999999999999,0.2195,0.434,0.6105,0.7695,0.0335,0.1815,1,1,1,1,1,0.169,0.0915,0.318,0.576,0.597,0.382,0.237,0.0740000000000001,0,0,0.0225,0.1755,0.3015,0.371,0.371,0.7785,0.4265,0.023,0.826,1,1,1,1,0.9625,0.653,0,0.1345,0.4195,0.2575,0.2575,0.2575,0.4265,0.988,0.2515,0.1035,0.839,1,1,1,0.948,0.2915,0,0.485,1,1,1,1,1,1,0.9665,0.4095,0.0855,0.491,0.617,0.473,0.1495,0,0.1065,0.882,1,1,1,1,1,1,1,1,0.743,0.3115,0.052,0,0.1005,0.285,0.8895,1,1,1,1,1,1,1,1,1,1,1,0.9625,0.9275,0.982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.843,0.833,0.8745,0.805,0.997,1,1,1,1,1,1,1,1,1,1,0.5085,0.0225,0.004,0.0335,0,0.1225,0.7175,1,1,1,1,1,1,1,1,0.8905,0.0935,0,0,0.012,0.425,0.5185,0.046,0.629,1,1,1,1,1,1,1,0.427,0,0,0.0369999999999999,0.7035,1,0.9935,0.2485,0.0835,0.933,1,1,1,1,1,1,0.656,0,0.0305,0.7895,1,1,1,0.6225,0,0.7505,1,1,1,1,1,1,1,0.7435,0.6805,1,1,1,1,0.6095,0,0.679,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6505,0,0.535,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7735,0,0.609,1,1,1,1,0.918,0.887,0.8905,1,1,1,1,1,0.9815,0.2635,0,0.786,1,1,1,0.3665,0.0600000000000001,0,0,0.146,0.408,0.5985,0.8605,0.989,0.6405,0.00350000000000006,0.3185,0.954,1,1,1,0.39,0,0.2455,0.489,0.234,0.1255,0,0,0.1335,0.0565,0.00550000000000006,0.6975,1,1,1,1,0.8625,0.112,0.203,0.78,0.8525,0.838,0.375,0,0,0,0,0.0175000000000001,0.0965,0.313,0.483,0.6955,1,0.9585,0.52,0.0895,0.00150000000000006,0,0,0.0329999999999999,0.214,0.5465,0.7295,0.4675,0.339,0.339,0.349,0.6525,1,1,1,1,0.8255,0.8,0.8,0.873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.699,0.2885,0.579,0.8405,1,1,1,1,1,1,1,1,1,1,1,0.7625,0.00350000000000006,0,0,0.000499999999999945,0.548,1,1,1,1,1,1,1,1,1,1,0.3265,0,0,0,0,0.071,0.989,1,1,1,1,1,1,1,1,1,0.2945,0,0,0.119,0.0629999999999999,0.00750000000000006,0.9025,1,1,1,1,1,1,1,1,1,0.942,0.481,0.2875,0.9165,0.1095,0.0275000000000001,0.96,1,1,1,1,1,1,1,1,1,1,1,1,0.9965,0.0900000000000001,0.0355,0.9735,1,1,1,1,1,1,1,1,1,1,1,1,0.9995,0.157,0.0335,0.962,1,1,1,1,1,1,0.896,0.667,0.667,0.7495,0.905,0.905,0.8405,0.0105,0.2315,1,1,1,1,1,1,1,0.2655,0,0,0,0,0,0.0685,0,0.1315,0.3815,0.3815,0.5675,0.6195,0.681,0.785,0.7375,0.2215,0.1635,0.666,0.666,0.261,0,0,0.0445,0.1895,0.1895,0.1895,0.0640000000000001,0.0445,0.1895,0.1895,0.496,0.786,0.1225,0.238,0.0860000000000001,0.0125,0,0.0235000000000001,0.766,1,1,1,0.971,0.9595,1,1,1,1,0.8875,0.5225,0.2965,0.296,0.5775,0.861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0.886,0.2685,0.4,0.125,0.638,1,1,1,1,1,1,1,1,1,1,1,0.65,0.000499999999999945,0,0,0.0185,0.928,1,1,1,1,1,1,1,1,1,1,1,0.5215,0.186,0,0.0389999999999999,0.758,1,1,1,1,1,1,1,1,1,1,1,1,0.9915,0.6305,0.096,0.0255000000000001,0.3995,0.989,1,1,1,1,1,1,1,1,1,1,1,1,0.8995,0.32,0.003,0.301,0.927,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6115,0.003,0.185,0.9085,1,1,1,1,1,1,1,1,1,1,1,1,1,0.577,0,0.385,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983,0.0745,0,0.844,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3615,0,0.54,1,1,1,0.988,0.967,0.993,1,1,1,1,1,1,1,0.292,0,0.4635,1,1,1,0.539,0,0.171,0.2295,0.2295,0.2295,0.3845,0.8805,1,0.82,0.028,0,0.589,1,1,0.7855,0.0815,0,0,0.126,0.197,0.197,0.0485,0.0505,0.4845,0.0489999999999999,0,0.102,0.987,1,1,0.445,0,0.00849999999999995,0.6655,0.826,0.8525,0.7805,0.358,0,0,0,0.1865,0.8235,1,1,1,0.8295,0.1645,0,0,0,0,0,0,0,0.0515,0,0.467,1,1,1,1,1,0.9875,0.836,0.6535,0.4955,0.3115,0.3115,0.3515,0.574,0.866,0.162,0.018,0.1655,0.762,1,1,1,1,1,1,1,1,1,1,1,1,0.9215,0.339,0.093,0.794,1
1,1,1,1,0.925,0.222,0,0.2035,0.5355,0.8,0.8755,1,1,1,1,1,1,1,1,1,0.5965,0,0,0,0,0,0.0725,0.5315,1,1,1,1,1,1,1,1,0.515,0,0,0,0,0,0,0,0.8855,1,1,1,1,1,1,1,0.125,0,0.1325,0.8,0.8,0.1875,0,0,0.635,1,1,1,1,1,1,0.563,0,0,0.637,1,1,0.163,0,0.0325,0.8445,1,1,1,1,1,1,0.8665,0.107,0.254,0.933,1,0.867,0.0665,0,0.107,1,1,1,1,1,1,1,1,1,1,1,1,0.5315,0,0,0.269,1,1,1,1,1,1,1,1,1,1,1,0.8865,0.095,0,0.0335,0.785,1,1,1,1,1,1,1,1,1,1,0.9635,0.376,0,0,0.4605,1,1,1,1,1,1,1,1,1,1,1,0.63,0,0,0.1775,0.993,1,1,1,1,1,1,1,1,1,1,0.828,0,0,0.0669999999999999,0.905,1,1,1,1,1,1,1,1,1,1,0.845,0.113,0,0,0.682,1,1,1,1,1,1,1,1,1,1,0.7635,0.073,0,0,0,0.00700000000000001,0.499,0.8,0.5405,0.8365,1,1,1,1,1,0.7405,0.0660000000000001,0,0,0,0,0,0,0,0,0.3535,1,1,1,1,1,0.4845,0,0,0.3275,0.52,0.1125,0,0,0,0,0,0.5555,1,1,1,1,0.9555,0.456,0.6645,0.9645,1,0.9155,0.696,0.204,0,0,0.1165,0.829,1,1
1,1,1,0.884,0.24,0,0.02,0.383,0.918,1,1,1,1,1,1,1,1,1,1,0.406,0,0.4865,0.6665,0.4265,0.1595,0.904,1,1,1,1,1,1,1,1,1,0.743,0.153,0.8945,1,1,0.367,0.2995,1,1,1,1,1,1,1,1,1,1,0.879,0.8,1,1,0.953,0.13,0.5835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6225,0.12,0.9985,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9585,0.0325,0.799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.187,0.5785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2595,0.358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.282,0.2855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3545,0.3615,1,0.9505,1,1,1,1,1,1,1,1,1,1,1,1,0.229,0.187,0.3065,0.04,0.904,1,1,1,1,1,1,1,1,0.8265,0.603,0.3275,0.0135000000000001,0,0.0994999999999999,0.498,0.8665,1,1,0.806,0.0495,0.0985,0.222,0.222,0.0985,0,0,0,0.016,0.697,1,1,1,1,1,0.841,0.0865,0.21,0.5135,0.573,0.6125,0.6665,0.5795,0.00550000000000006,0.332,1,1,1,1,1,1,1,0.8425,0.1945,0.3055,0.657,0.6665,0.4125,0.032,0.115,0.91,1,1,1,1,1,1,1,1,0.996,0.63,0.1625,0,0.011,0.283,0.844,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9935,0.8555,0.8685,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7195,0.2555,0.0369999999999999,0.101,0.626,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984,0.716,0.02,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.145,0.8775,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,0.2075,0.999,1,1,1,1,1,1,1,1,1,1,1,0.971,0.5,0.2,0.907,1,1,1,1,1,1,0.829,0.3925,0.1775,0.147,0.0974999999999999,0.1615,0.0895,0.1725,0.872,1,1,1,1,1,1,1,0.1135,0.2175,0.3995,0.1845,0.2005,0.4465,0.404,0.242,0.00750000000000006,0.1025,0.3875,0.6725,0.883,0.999,0.998,0.777,0.613,0.4435,0.59,0.8335,0.9995,1,1,1,0.9575,0.7315,0.455,0.178,0,0.0545,0.151,0.5915,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923,0.9465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0.862,0.5945,0.3065,0.167,0,0,0.2185,0.815,1,1,1,1,1,1,0.7155,0.304,0.031,0,0.0475,0.222,0.3605,0.209,0,0.407,1,1,1,1,0.826,0.3245,0,0.1635,0.455,0.7745,1,1,1,0.953,0.0115000000000001,0.2575,1,1,1,0.9995,0.197,0.1375,0.746,0.994,1,1,1,1,1,0.8505,0,0.372,1,1,1,0.954,0.0705,0.642,1,1,1,1,1,1,1,0.654,0,0.5685,1,1,1,1,0.944,0.9575,1,1,1,1,1,1,0.9995,0.244,0.089,0.939,1,1,1,1,1,1,1,1,1,1,1,1,0.652,0,0.521,1,1,1,1,1,1,1,1,1,1,1,1,0.951,0.1425,0.172,0.957,1,1,1,1,1,1,1,1,1,1,1,0.9825,0.272,0.0429999999999999,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0.4495,0.025,0.6495,1,1,1,1,1,1,1,1,1,1,1,0.92,0.2955,0,0.5865,1,1,1,1,1,1,1,1,1,1,1,0.76,0.156,0.05,0.545,0.995,1,1,1,1,1,1,1,1,1,0.953,0.4915,0.016,0.1435,0.828,1,1,1,1,1,1,0.857,0.3215,0.9815,1,0.7255,0.1395,0,0,0.0815,0.2105,0.5575,0.9515,1,1,1,1,0.7165,0.0285,0.971,0.9985,0.1025,0.109,0.111,0.2595,0.111,0.00249999999999995,0,0,0,0,0,0,0,0.169,0.9775,1,0.9305,0.9955,1,1,1,0.818,0.3925,0.1715,0,0.002,0.222,0.3145,0.553,0.898,1
